evento_risco_id,transacao_id,score_risco,nivel_risco,regra_acionada,decisao,data_hora_evento,detalhes
10eb3690-7220-4ada-850a-c0d8629e262c,9204fac4-293a-4a24-97b5-f62e9ed91884,20.56,BAIXO,LOCALIZACAO_DIVERGENTE,APROVAR,2026-07-10T15:03:25,Adipisci architecto quibusdam cupiditate consequuntur quos impedit doloribus eaque.
47fabc62-6d59-434e-91d9-508adce07e7b,fab0b717-38b7-4e99-bafa-631b7343b832,78.85,ALTO,VALOR_ATIPICO,BLOQUEAR,2026-05-11T19:17:21,Dicta similique reiciendis vero sint praesentium eius facere cupiditate impedit.
bf0796ae-82e4-4136-9fb9-ff61f34acb98,e50ee8b5-5f8b-43aa-a779-a4386d8ed14c,12.29,BAIXO,VALOR_ATIPICO,BLOQUEAR,2026-03-19T02:11:44,Vero repudiandae velit reprehenderit quia quaerat inventore.
548dd0ad-6a0a-4f6e-93ab-f133e4869db4,60bd01e8-06a8-4b87-b05c-ce6ba9ecb4b3,26.95,BAIXO,DISPOSITIVO_DESCONHECIDO,BLOQUEAR,2026-04-19T02:59:35,Ducimus cupiditate explicabo sint similique hic.
1004fc25-0d75-4cb5-b535-c635886bd85b,e137d952-2a10-4dc3-9360-973a4027a759,60.7,MEDIO,VALOR_ATIPICO,BLOQUEAR,2026-03-05T16:08:02,Sit rem minima magnam harum omnis ea dignissimos.
a3f75acc-d4c7-4eda-9c3d-df7a4258d321,c859f922-ce10-4234-ad45-e53e671427b0,31.15,BAIXO,DISPOSITIVO_DESCONHECIDO,REVISAR,2026-07-21T06:40:37,Natus maxime repellendus perferendis cum sint libero dolorem voluptatibus assumenda.
ded385ee-78b7-4908-ab46-e8cb3436f8d9,4cd152fc-4216-430c-91db-66a524241b36,5.93,BAIXO,VALOR_ATIPICO,BLOQUEAR,2026-03-16T14:08:35,Magni dicta quis sint quae nobis nostrum provident aliquam laborum.
6f48282f-d6fd-403c-a9e0-f8557d95b9a5,f4abac41-afbd-4683-a93d-1c7577c33ab8,10.87,BAIXO,MULTIPLAS_TENTATIVAS,APROVAR,2026-02-22T04:48:40,Veritatis dignissimos dolorum inventore molestiae voluptas provident itaque.
bd0e0ffc-03fa-4c22-aa80-3e7beb8a79f3,dc84ddde-2cef-4cea-902f-143c53848fdb,84.29,ALTO,DISPOSITIVO_DESCONHECIDO,BLOQUEAR,2026-03-14T23:06:29,Repellat architecto sapiente incidunt quis placeat cum.
6b6cce78-5393-4b67-b155-262ee29b57da,460da5e8-7a4c-4107-9ea4-58ac37876f09,24.76,BAIXO,VALOR_ATIPICO,APROVAR,2026-06-01T20:28:54,Aspernatur perferendis maiores ullam temporibus ipsum doloribus quos.
961ae786-22bc-455f-b22b-420d260474ba,8605fd0a-ee7b-4916-9b00-efd96d97d3f0,15.32,BAIXO,LOCALIZACAO_DIVERGENTE,BLOQUEAR,2026-03-27T13:12:14,Eligendi minus rem voluptatem adipisci.
95ce69e4-b42b-46a8-b13e-50340fb7c310,780c271b-8f7c-4930-b95b-3de76c5fd243,7.09,BAIXO,VALOR_ATIPICO,REVISAR,2026-05-13T05:20:50,Quasi et exercitationem ipsum dolor exercitationem qui mollitia iusto.
8649f4a5-3b84-4a73-8601-8a068e02e80a,85f457ed-5e43-4cad-80cd-dd354f6b42f4,51.89,MEDIO,LOCALIZACAO_DIVERGENTE,REVISAR,2026-07-18T08:14:43,Repudiandae laboriosam facilis animi corrupti corrupti.
8f478b9e-42b3-406e-808c-29e18418fe5e,38216853-d24f-4c96-ab63-2663c7344aa4,64.75,MEDIO,DISPOSITIVO_DESCONHECIDO,BLOQUEAR,2026-07-08T20:24:51,Tempora esse rem dignissimos ipsum reiciendis molestias.
43e4ccc4-8c7e-4223-abef-8de370db0144,aca84262-16f4-4ba5-9ba4-1ebe8417169d,63.56,MEDIO,MULTIPLAS_TENTATIVAS,APROVAR,2026-06-20T12:15:13,Sapiente possimus deserunt consequatur esse eligendi numquam tempora ipsum beatae.
fa44916a-5f92-4d04-a277-a91a8b8b7931,485de262-ffd4-45ed-87ff-e1abfca8599f,21.76,BAIXO,MULTIPLAS_TENTATIVAS,REVISAR,2026-02-15T06:45:00,Voluptate unde dolores sit eligendi in repudiandae eos.
42067a22-4af1-4d96-becf-c4f4d9577e0f,b2d3d918-7246-4829-93c5-e221082a6ceb,50.38,MEDIO,MULTIPLAS_TENTATIVAS,APROVAR,2026-06-03T02:04:17,Modi pariatur labore a labore.
d69de65d-0b82-4006-a2cf-2b395ed2690d,0be48707-85ac-4456-99fc-84bcb3917a04,34.72,BAIXO,DISPOSITIVO_DESCONHECIDO,REVISAR,2026-04-08T10:20:47,Consequatur suscipit sunt neque.
68904d38-22a7-4d0d-8f15-5aead78984f6,80e8ee77-ddfe-49c0-ae33-72bcdab6d0e5,24.19,BAIXO,MULTIPLAS_TENTATIVAS,BLOQUEAR,2026-07-21T22:30:04,Minima natus fugiat corporis perspiciatis asperiores tempora dolorum excepturi.
c46a53dd-80fc-4343-a304-aaaccf25e309,4ab0fe50-3711-42b1-88e2-f74fb46d75f1,45.7,MEDIO,MULTIPLAS_TENTATIVAS,REVISAR,2026-02-13T17:49:00,Facere numquam nam porro perspiciatis vitae ratione perspiciatis quisquam perferendis.
53fcd199-ff49-4c2f-b137-3248f77d84bf,2a36cfa7-1ed9-45b2-b12a-d22d51b664eb,47.93,MEDIO,VALOR_ATIPICO,REVISAR,2026-02-21T22:08:32,Eaque unde mollitia accusantium voluptates dicta.
9ec7a6e0-61c3-4b24-9b56-6f0e2273d3d6,35f6325a-e9b5-46a1-b814-fcb509381469,80.15,ALTO,LOCALIZACAO_DIVERGENTE,REVISAR,2026-03-23T06:58:19,Ut facilis hic veritatis placeat cumque.
1a0a2e4f-0615-49c9-942b-574c54cc7655,6533479c-d16f-4c93-88c4-241e831aabd4,84.08,ALTO,DISPOSITIVO_DESCONHECIDO,REVISAR,2026-07-12T06:32:02,Quae fuga aspernatur harum.
11b4fa34-51cf-474f-8c10-e05f3d5751c2,caae4b4b-6b41-4cce-b4d3-9d7c72ccc882,55.37,MEDIO,LOCALIZACAO_DIVERGENTE,APROVAR,2026-02-10T17:35:12,Cumque eos dicta a modi voluptas.
c8d2944a-45d4-4f75-bca0-9f9cb6ec0077,f3488aa7-6c9a-4ce8-8b5b-5e266ae0ea62,76.91,ALTO,VALOR_ATIPICO,BLOQUEAR,2026-05-26T05:24:49,Eaque voluptatum laudantium eius corporis modi nobis.
2276a0e8-a381-4f6d-b991-581cb8b403d0,bef1f581-fffb-4fc1-9121-fe8b628e5d11,88.26,ALTO,DISPOSITIVO_DESCONHECIDO,REVISAR,2026-02-17T11:36:50,Illo occaecati exercitationem adipisci aliquam nisi laboriosam.
13479a5f-d564-4bbb-9313-615dbbdeb672,6b0ac189-1e8c-486e-8098-0ef665a3425c,6.23,BAIXO,MULTIPLAS_TENTATIVAS,REVISAR,2026-05-13T12:49:47,Ea dolorum ut sapiente voluptates doloremque provident consequatur quo doloremque.
33c6fb98-3ea3-470b-bedc-3559e4c90b0f,3b841713-ba76-49d8-b8bd-3c026df38f70,46.67,MEDIO,VALOR_ATIPICO,REVISAR,2026-06-16T22:30:07,Optio voluptatibus suscipit ea nobis minima.
1f71c2ca-63bf-4afd-ab23-017e8e767de7,1e4e6039-8aeb-41fb-8186-16ee8604011a,90.69,ALTO,DISPOSITIVO_DESCONHECIDO,APROVAR,2026-02-18T07:21:32,Mollitia laborum eius minus sit atque cupiditate.
8ff58a9e-f604-4d64-8d2c-003fb59bc917,6ef46642-2afa-4a33-9080-65fff12c041c,7.59,BAIXO,LOCALIZACAO_DIVERGENTE,BLOQUEAR,2026-03-26T22:44:11,Ea pariatur eaque dolorum perspiciatis aliquam repudiandae quibusdam cumque hic similique.
ac9b5cce-8072-4e33-8770-4c76c7dc997d,367cb3b5-c266-4227-b6c0-bb7a01d8e7b7,56.79,MEDIO,DISPOSITIVO_DESCONHECIDO,APROVAR,2026-06-06T00:54:35,Ullam ad et alias aspernatur.
1a712543-e25e-48ae-9023-d513595584b1,2981ea39-3388-49ac-a679-051c53ffbffd,66.09,MEDIO,LOCALIZACAO_DIVERGENTE,BLOQUEAR,2026-07-20T18:30:07,Earum voluptatum ea qui itaque minus nobis nisi architecto.
b94d9b7c-66e3-4474-8975-924923567b7a,76f71f87-ec98-42cf-a9c6-107c86499068,91.81,ALTO,LOCALIZACAO_DIVERGENTE,APROVAR,2026-05-15T18:26:18,Voluptatum pariatur eaque natus recusandae.
d44c2a5d-cf53-4921-afc9-36780f3723ee,8d4302bc-4e62-4a9a-ada3-350539bad74f,66.72,MEDIO,VALOR_ATIPICO,REVISAR,2026-05-23T23:30:00,Suscipit unde fuga cumque beatae voluptate repudiandae cumque assumenda pariatur voluptatum.
19a80de6-d751-411c-ab5b-40a481497c36,cf87addb-7de0-4f7c-9cae-ceaf7c9ea180,33.35,BAIXO,VALOR_ATIPICO,BLOQUEAR,2026-06-07T01:11:11,Incidunt distinctio eius est dicta.
33683307-db2f-47e6-9cf9-99eab5c6d0bd,156aa12f-2dad-45fe-9c64-8d97d83194a7,43.85,MEDIO,VALOR_ATIPICO,REVISAR,2026-02-15T00:41:23,Autem quidem velit voluptate veniam.
5b985755-3af3-49db-9115-16f7f7f93394,4152fd66-9ca4-41a2-acd8-9eb6e88e7b7c,12.43,BAIXO,MULTIPLAS_TENTATIVAS,REVISAR,2026-06-05T23:52:10,Eveniet in excepturi atque beatae rerum nam dignissimos aliquam vel.
9c605bd3-5907-4091-a83a-25b8c92ff23c,a4f89caf-e785-4329-b637-7e3e37232dec,9.76,BAIXO,VALOR_ATIPICO,BLOQUEAR,2026-03-05T08:19:55,Minima voluptatum impedit dolore minus reprehenderit.
1a285ef5-c896-4d58-bf20-99ea5ee8f5ed,a7dd2b32-3888-4591-8961-727e7b0e34b9,60.0,MEDIO,LOCALIZACAO_DIVERGENTE,APROVAR,2026-06-05T15:19:38,Labore quo eligendi corporis nesciunt eos veritatis.
3d18fa87-9872-489b-90f3-15a73d3c7f82,754eb211-e2ea-40a8-9e92-70f3164cfc74,54.95,MEDIO,DISPOSITIVO_DESCONHECIDO,BLOQUEAR,2026-02-12T13:44:43,Necessitatibus excepturi a molestias commodi quas nisi quia culpa exercitationem quia.
cb96b11e-ef19-4a84-b907-91c1087facc3,2e32d9ff-1c73-45fe-9a49-2138e394404e,59.57,MEDIO,DISPOSITIVO_DESCONHECIDO,REVISAR,2026-04-23T10:32:12,In quia porro cumque nostrum voluptas saepe quam dolorem quae quis.
bef079af-b4f5-4e0c-9dd4-b530d94c921a,f519fb5c-357e-4c91-accf-dc6797a5f324,8.66,BAIXO,MULTIPLAS_TENTATIVAS,REVISAR,2026-06-06T07:31:05,Quas minus odio itaque quos.
8c69c18b-0210-4cfa-b3d7-1e42d5f67599,9c0076f8-0187-45ce-8929-d0f1d89f8140,86.29,ALTO,MULTIPLAS_TENTATIVAS,BLOQUEAR,2026-06-09T06:08:46,Vero vitae recusandae perferendis fugit maxime odio ullam eius dignissimos.
83a0c302-55db-4f03-8020-957a547bacad,5974e940-2c24-41d8-b6dd-b1e15b0edca0,30.33,BAIXO,MULTIPLAS_TENTATIVAS,APROVAR,2026-05-06T20:30:52,Harum ipsum eum a error ut beatae nam asperiores.
074a1637-6bee-4f27-8ad9-788574bbf3bc,a9254080-62bb-4839-a71b-7bf144515b1e,46.22,MEDIO,DISPOSITIVO_DESCONHECIDO,APROVAR,2026-03-13T09:39:02,Sunt laborum expedita odio eligendi excepturi quas a nam repudiandae.
10606252-bca3-41be-8567-862ac0f5a9c7,8a562afb-4ea1-4129-bef3-87fa426b8d8e,8.34,BAIXO,VALOR_ATIPICO,BLOQUEAR,2026-06-15T11:42:26,Non optio placeat quisquam nihil sequi labore architecto aperiam nobis.
03e1768d-ff2a-4028-bfa1-ebbaa5cc13a2,8ae974a5-8eca-4ab1-b10a-2f50a57059b3,84.36,ALTO,DISPOSITIVO_DESCONHECIDO,REVISAR,2026-07-23T19:55:36,Voluptates optio voluptatum voluptatem sed ratione voluptates eveniet.
876b9720-9aa9-4a51-a5f0-db706ff1f73e,3c964cb4-aa14-41fa-a99d-4ed3a24c2382,95.7,ALTO,MULTIPLAS_TENTATIVAS,BLOQUEAR,2026-05-25T03:50:16,Et quibusdam maiores nostrum eaque tempore totam.
c83284b5-8508-410c-b8e0-3370462fb529,183d39ae-d8d8-4bca-8ffb-70137e87e937,31.01,BAIXO,LOCALIZACAO_DIVERGENTE,APROVAR,2026-07-06T23:43:07,Architecto fuga ducimus possimus quod expedita debitis dolorem.
35ef3b5c-7094-4cc2-8a4e-ba8dcc67264d,cd989df9-9f38-4a69-bc19-f51c39a19417,72.43,MEDIO,MULTIPLAS_TENTATIVAS,BLOQUEAR,2026-04-16T06:55:47,Consectetur magni voluptates enim reiciendis tenetur.
3607dacb-b783-468b-ada8-e1d72c7b6b1b,527a344e-e0ce-4877-b1ba-f60c625e5239,72.88,MEDIO,VALOR_ATIPICO,APROVAR,2026-02-05T02:39:36,Accusamus minus id asperiores illum illo ipsa rem eligendi minus.
2bbe5786-d6f5-432b-979c-bb06d63ef4ab,d848ae6d-edbb-44d4-8be2-1afdcef5afce,80.14,ALTO,MULTIPLAS_TENTATIVAS,APROVAR,2026-02-23T10:53:32,Assumenda harum cupiditate tempore est praesentium qui dolorum ex delectus suscipit.
c7c2001c-6c48-47bc-8f29-6751f385d1a4,a4431c41-295b-4ac8-be04-1af2d85159cd,60.59,MEDIO,MULTIPLAS_TENTATIVAS,REVISAR,2026-04-14T07:30:13,Dolore dolore quia sit nobis corporis aut veniam.
ca9f9cc9-0d6d-49d9-9ee8-450552c22b84,f662d7df-4362-48a6-9caf-390c04c215c1,12.3,BAIXO,DISPOSITIVO_DESCONHECIDO,BLOQUEAR,2026-05-09T12:53:17,Fuga omnis amet consequatur doloribus enim perspiciatis quibusdam nobis.
c5cb0330-ceba-4d87-97fd-feaf771bc75f,a92e57b3-c14d-4d55-b6cb-4a4c4e2fe945,22.66,BAIXO,MULTIPLAS_TENTATIVAS,BLOQUEAR,2026-03-07T06:51:24,Ipsum ducimus eum ut consectetur repellendus sed ullam.
551b8754-55e7-40a6-bbea-c5e75f0d65ec,8be8bf5f-bb9b-4517-8361-550dcffadc33,38.64,BAIXO,DISPOSITIVO_DESCONHECIDO,APROVAR,2026-07-12T00:24:39,Temporibus blanditiis esse ipsum sit accusamus.
0e6073dd-d8e3-4731-a0ae-2b0bef01dae4,9a88789c-aa52-488b-81bb-8a6fac1b470e,61.62,MEDIO,LOCALIZACAO_DIVERGENTE,REVISAR,2026-06-28T16:39:44,Maiores dolores iure sequi aliquid fugit animi.
1b62fb51-9e91-433d-96a8-54c3c3df8008,dd7d2a92-8a59-419f-bb96-95fef0a2d1bd,94.33,ALTO,VALOR_ATIPICO,APROVAR,2026-07-16T13:08:17,Recusandae officiis dicta dolor dolore similique perspiciatis consequatur sit cum ratione.
658a5822-1de5-4a5f-a894-0a172ba31a0a,345848cc-2a15-4947-a730-28773b979dc3,28.33,BAIXO,VALOR_ATIPICO,APROVAR,2026-04-02T18:27:57,Deleniti placeat labore consectetur optio.
97423565-a074-424f-9ef3-334f1202d899,bf60dec9-f8ee-406c-ab8e-bc412384a274,27.41,BAIXO,DISPOSITIVO_DESCONHECIDO,APROVAR,2026-04-09T16:25:29,Officiis impedit animi eius laudantium harum exercitationem.
9cf45548-60ff-4b3e-ad77-02753d96e390,9d3958bc-c0e2-4a05-9789-d05fd084e21c,63.78,MEDIO,DISPOSITIVO_DESCONHECIDO,REVISAR,2026-05-17T06:03:23,Excepturi numquam cupiditate neque ducimus numquam.
a9f17f70-b26c-4db9-b2f2-5205ff1d87db,1dfc980c-b0db-4c02-8924-8eb90b709a18,12.82,BAIXO,MULTIPLAS_TENTATIVAS,APROVAR,2026-04-26T01:42:15,Unde aliquam odit fugiat earum.
5bb5f4f4-3c51-4f15-acbc-30b779a07918,aafb13e4-bf50-43fa-9ff2-29d538e8a0fb,58.98,MEDIO,MULTIPLAS_TENTATIVAS,APROVAR,2026-05-24T07:39:59,Ullam quasi dolorum placeat soluta debitis modi quos.
6255e1a6-f830-44c8-86e7-1c75545c5ba0,0dc21176-f204-4a38-bd2a-4160b4aecb20,87.61,ALTO,DISPOSITIVO_DESCONHECIDO,REVISAR,2026-07-24T23:57:05,Illo delectus sed nesciunt inventore aperiam at recusandae ipsam eos dolor.
eb0d19d5-76a7-4170-b6dc-3437dea42072,939d1150-1a11-416f-9e9e-c6fb176f98eb,48.0,MEDIO,DISPOSITIVO_DESCONHECIDO,APROVAR,2026-02-03T15:37:23,Ut deleniti occaecati minima dolorem.
dd8cbdf6-17bc-46ff-b07c-1d4708a2b9a6,a17b32b7-7b29-4fa9-aa73-984bd9500c44,59.68,MEDIO,DISPOSITIVO_DESCONHECIDO,REVISAR,2026-06-06T09:26:03,Voluptate aspernatur sequi quaerat soluta quasi sequi ex soluta.
010e666d-f5bc-4871-9e7b-00326cf7fc94,b440d1ff-96ac-4725-a36f-b0213116b7cf,45.05,MEDIO,LOCALIZACAO_DIVERGENTE,BLOQUEAR,2026-07-19T07:58:30,Eum debitis incidunt quidem saepe fuga nisi non sequi.
0d99b8b5-dcd3-4c99-9f70-f08b80c237bf,5bc3992c-160f-4bff-8672-c131ded52be6,35.44,BAIXO,LOCALIZACAO_DIVERGENTE,REVISAR,2026-03-23T16:35:00,Explicabo nisi sequi aspernatur dignissimos assumenda molestiae reiciendis.
756b1765-d873-4326-9e11-836697c3a32d,239f722e-7e3d-4957-a39c-fdc16610f832,68.04,MEDIO,MULTIPLAS_TENTATIVAS,BLOQUEAR,2026-02-20T18:24:41,Optio repellendus rem amet dolorem perferendis totam libero natus est.
a3c416c4-4ccd-4378-830f-2922a34d6a1f,ea24ebd1-75f9-4822-a99d-e805cd42ef84,1.07,BAIXO,MULTIPLAS_TENTATIVAS,REVISAR,2026-06-27T06:00:21,Minus vitae sint occaecati enim.
8a99a38a-0a9c-42c6-b4a3-ba22b65dc232,ed43d86a-bef9-409c-8c0e-09031a4e3e61,45.15,MEDIO,DISPOSITIVO_DESCONHECIDO,APROVAR,2026-06-08T05:17:50,Iure hic temporibus optio enim.
98ce5a0e-5934-45d9-a1ae-adc9ed373e1e,63adb83f-4ac3-4183-b5aa-c2b067833ee2,85.04,ALTO,DISPOSITIVO_DESCONHECIDO,REVISAR,2026-07-07T09:55:47,Ex maiores veritatis dolor mollitia eaque nisi dolor eos.
c53f0c27-f31a-4362-a2e1-54d241e3da37,c968588f-1698-4923-870c-c5a2ac28a420,91.67,ALTO,VALOR_ATIPICO,REVISAR,2026-04-29T22:25:00,Nulla a sequi harum facilis at impedit.
b5731bca-1726-40ad-9285-c94908fbd801,cf7d2e22-b3f9-4f05-a4a1-240b73091b1d,45.36,MEDIO,DISPOSITIVO_DESCONHECIDO,APROVAR,2026-06-11T16:30:16,Quae fugit distinctio nostrum provident beatae ad consequatur.
481512ad-121c-41b1-b675-0f1a2b7a9676,917d468f-3ad2-48cc-bc1b-3cdf8dbb9ab6,67.55,MEDIO,VALOR_ATIPICO,REVISAR,2026-02-14T21:43:00,Qui repellendus ullam odio labore nobis tempore libero dolorem ea.
0c3087db-2d69-4fd7-b512-73b1305182c6,49a1d414-e83a-4dc0-8420-7d38f71fe461,81.79,ALTO,VALOR_ATIPICO,BLOQUEAR,2026-05-04T01:34:41,Possimus in odit aliquam rem quas temporibus repellendus quos accusantium.
e35dee50-ca5a-42ca-b2aa-f58757ba94ba,7f9f20f8-a5ed-4969-b4d0-82af296f9e6b,1.75,BAIXO,LOCALIZACAO_DIVERGENTE,BLOQUEAR,2026-06-13T00:26:09,Dolor voluptatem ipsam quis fugit dolores sit.
0cc07af2-d82f-4534-8d10-b179298d2d76,de5f2dd6-12fd-41fc-b141-891f6ffe2e2c,57.89,MEDIO,LOCALIZACAO_DIVERGENTE,REVISAR,2026-02-13T11:16:15,Aperiam illo ipsum iste eligendi provident iste voluptates assumenda quia.
5e0f3c57-3b60-452f-b1e5-cec266561409,bc3172a4-4f73-4ce9-a2ca-39342ea74e00,75.66,ALTO,LOCALIZACAO_DIVERGENTE,APROVAR,2026-05-15T09:07:37,Ad esse accusamus distinctio molestiae ipsa vitae.
7b23de95-336e-4741-9b0e-49d10d451939,92713cb0-ebd1-4bdc-8623-0da7f5bd9d54,98.92,ALTO,MULTIPLAS_TENTATIVAS,BLOQUEAR,2026-07-09T14:57:24,Natus nulla dolor dicta laboriosam illo consequatur.
0520249c-a0d6-40d2-8458-fca4cb38ff61,0f2ba6b5-1f27-4063-8d09-ec0cd17e5868,90.63,ALTO,DISPOSITIVO_DESCONHECIDO,APROVAR,2026-02-17T13:34:04,Libero totam cupiditate magni recusandae a sunt eligendi praesentium unde.
06e12434-52eb-4566-b1a8-905a7791928e,3bc793e6-f5de-468f-b99a-0802bd9c6efa,74.33,MEDIO,LOCALIZACAO_DIVERGENTE,APROVAR,2026-02-11T10:41:44,Soluta ea quae praesentium assumenda quaerat.
7d0286fa-3c51-45dc-9ff1-5b3f736b63bd,7f250db4-1bcc-4b23-be00-bc4f8eeed968,88.93,ALTO,MULTIPLAS_TENTATIVAS,REVISAR,2026-06-08T18:36:09,Amet dicta ipsam quas excepturi a corporis praesentium molestiae.
55624298-847d-466a-bdc0-24a82ca9e30b,7f8a8fc9-ea6a-4b14-a308-98c48180f0f3,41.24,MEDIO,MULTIPLAS_TENTATIVAS,APROVAR,2026-05-13T20:00:15,Est ex aspernatur numquam illo eum officia a.
801977aa-b8af-422f-9512-3dcff08baf82,a23b8581-4e47-486c-b48e-fa101b0bedfc,42.45,MEDIO,VALOR_ATIPICO,BLOQUEAR,2026-02-04T17:19:51,Illum incidunt voluptatem aliquid in blanditiis minus labore.
f0a45d93-0d0c-4b98-a4b0-e27b1c1c2027,fbf3b313-befc-446c-8060-8bc3531c77e2,38.16,BAIXO,MULTIPLAS_TENTATIVAS,REVISAR,2026-03-08T11:53:36,Expedita aperiam ratione sunt magnam id repellendus laboriosam.
73e5f233-8e2f-4c33-a4bf-7a9c3c14883c,975354c3-b7b1-4bbd-a1ed-2c3abeaba93e,31.2,BAIXO,LOCALIZACAO_DIVERGENTE,BLOQUEAR,2026-04-02T12:52:38,Provident dolor harum voluptatibus molestias voluptates repellendus molestiae id.
e4174f4f-34d0-4cd4-b3cf-75a2a0d46ae4,9b577156-5fd4-4bab-badb-795515bd362d,47.66,MEDIO,VALOR_ATIPICO,APROVAR,2026-06-03T12:46:24,Magnam commodi adipisci magni ut dolorem fugit.
72257d2e-59db-4d6b-83e0-4438409f53b4,a12126a2-3a60-4be7-88ff-f8fcd8f18387,58.73,MEDIO,VALOR_ATIPICO,BLOQUEAR,2026-07-04T12:15:09,Quia itaque reprehenderit deserunt consequatur.
b6fa9c9f-f9b1-45eb-b154-926628b5eef4,971a9b70-02f2-4251-87d4-07ace2ac69ed,68.72,MEDIO,MULTIPLAS_TENTATIVAS,BLOQUEAR,2026-07-11T10:08:41,Itaque amet quasi est ab.
8df3f6b5-d76f-4d6b-baed-2615a5e39c5c,6c7206fb-04a5-442a-826f-73a6fbf839ce,12.95,BAIXO,DISPOSITIVO_DESCONHECIDO,REVISAR,2026-05-10T14:32:05,Dolores rem libero fugit culpa officiis saepe.
43c5ceca-9caf-4919-a775-c267480ab486,24d92f6b-9c2e-4ebf-a7ec-e25ee65cde4f,74.01,MEDIO,DISPOSITIVO_DESCONHECIDO,REVISAR,2026-04-05T23:10:41,Atque molestiae ea omnis eaque ut neque.
fc2840a8-d48a-4d96-a035-c41119e8cb2a,aeb5f0e9-16a9-4972-b78f-80fc6d628b57,15.43,BAIXO,DISPOSITIVO_DESCONHECIDO,APROVAR,2026-07-01T06:27:39,Minus eveniet voluptatum pariatur suscipit tenetur nam quos rem.
55488cee-0490-41ac-a062-f2a8ba7fe0bf,08c048b1-0aa8-4485-9545-1214c2f9b5ef,90.07,ALTO,DISPOSITIVO_DESCONHECIDO,APROVAR,2026-04-01T22:30:25,Beatae perspiciatis similique consequuntur sapiente veritatis facilis labore animi.
a8c951ad-b69c-442a-86fb-51663e5c8fcb,8c5df028-53c9-4255-b51c-10679fcd45da,73.14,MEDIO,DISPOSITIVO_DESCONHECIDO,APROVAR,2026-07-06T12:17:48,Ut impedit consequatur suscipit.
be77c4cf-d530-43f0-92ee-86998ecf0a12,60eb5a78-ef63-4475-912f-d1fc3401117c,55.37,MEDIO,LOCALIZACAO_DIVERGENTE,APROVAR,2026-05-01T03:11:47,Repellat quasi officiis molestiae reprehenderit deserunt.
4d118c7c-9875-4510-a4e6-3d3ae8f57f32,e4fd7179-4bd2-44d8-bc9b-8ff8cbc0e5c3,42.8,MEDIO,LOCALIZACAO_DIVERGENTE,BLOQUEAR,2026-04-28T22:58:14,Error tempore dicta quidem id.
1b88a76b-f431-489d-817e-0843f6583f9c,be0bf163-5b9d-4dd5-a744-c428030b65a7,72.33,MEDIO,LOCALIZACAO_DIVERGENTE,BLOQUEAR,2026-05-05T08:33:40,A odio qui iste neque.
