estorno_id,transacao_id,valor_estorno,motivo_estorno,status_estorno,data_hora_estorno,observacao
162fca68-62fc-4bd5-be9f-2f45580327da,b936de30-876f-4e90-aef3-a0b91f3bfe12,927.73,CANCELAMENTO,NEGADO,2026-03-06T09:01:03,Repellat ipsa est libero aspernatur veritatis.
42e38451-7edc-4b27-8d10-ea0ee08af6e5,53410891-5c91-4f69-a453-fe4ec78db73e,13104.95,CANCELAMENTO,NEGADO,2026-06-09T23:54:32,Hic voluptatibus esse facilis iste.
4de9b954-23ed-4190-b50c-10806fabbee9,0c3356a9-0c4e-42ea-8d52-9bad27b2dff6,13303.48,CANCELAMENTO,PROCESSADO,2026-07-25T23:12:28,Sapiente ipsum suscipit ullam.
7492925b-bd6c-46b0-be4c-ec66accec36e,415557c1-5c2e-43f4-8114-fbf8f990b1a8,5895.36,COMPRA_NAO_RECONHECIDA,NEGADO,2026-03-18T20:53:07,Reiciendis voluptate exercitationem veritatis tempora voluptas.
b5060998-d23e-4f5d-82fc-169d022c5dac,5e826a43-35d4-485b-9792-35813302270d,4249.44,PRODUTO_NAO_ENTREGUE,SOLICITADO,2026-03-24T11:04:13,Accusantium magni delectus debitis ab nobis quis.
d56d02dd-5511-4641-9485-3a76aed8fa29,0bc22d6a-a50d-4c6b-9244-51fe2ca8be2c,13232.22,CANCELAMENTO,PROCESSADO,2026-02-17T10:52:07,Reprehenderit cumque a quaerat.
31286e6f-e999-470b-b82f-8aa0dc8c70dc,7d423efc-26ed-4fb0-ab77-979aecac7f51,4202.49,DUPLICIDADE,PROCESSADO,2026-05-03T04:51:54,Ipsam temporibus a asperiores cum recusandae odio.
c49a286a-c432-4c28-8943-78d3259df4a5,fd150569-c52d-4f60-bf74-f85403d78c74,102.07,PRODUTO_NAO_ENTREGUE,NEGADO,2026-07-02T17:13:12,Commodi odio nam deleniti dolor pariatur.
16980733-0a2e-4e6b-a266-d2ef3e5c06e2,69b1edad-a2e0-4d73-9aa8-be10949c2cb1,2913.74,DUPLICIDADE,PROCESSADO,2026-05-12T01:09:25,Similique vitae vel numquam inventore consequatur eligendi.
8b29fd60-8ac8-4a96-a49c-47665c67f38d,16126b46-fd37-437a-bf87-65c72a37e724,1281.83,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-04-16T17:31:49,Consectetur deserunt accusamus velit.
30902c23-0ef2-4826-a3e3-2b4f9c9efff6,faecc244-c53c-41a8-8eb0-0e0c3e4dd619,12763.2,DUPLICIDADE,NEGADO,2026-06-01T15:15:54,Sequi excepturi deserunt hic.
0ac659a0-2829-405b-a73a-0d331201bbc4,baa365b9-8727-49f2-824d-2ea8b758b2ac,8158.53,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-06-04T08:34:47,Recusandae aliquid maiores accusamus quam odio minus.
420b6c93-5734-47e5-8ea8-16d0e78994ad,94abe62e-cf0b-49ab-aeac-9237af41264f,10695.55,CANCELAMENTO,NEGADO,2026-03-29T23:11:52,Esse saepe porro natus sint.
56bacf7f-cb8d-4cb6-a7f3-e9224cdcba9b,771e513e-b95b-4142-8c23-a1cf231c8410,7273.73,COMPRA_NAO_RECONHECIDA,NEGADO,2026-02-06T15:33:35,Rem id nesciunt excepturi libero.
96d1987a-e524-4d37-8965-40e1d7e267a5,751c322e-6b77-4330-869a-26c29f8d5be8,9016.67,DUPLICIDADE,SOLICITADO,2026-04-03T18:15:54,Ipsam quae rerum assumenda quibusdam.
0e0b53ef-9640-46af-b87f-4e74c5a81a9d,1625e426-be70-43e5-9080-f8b62ebf4fad,9321.17,DUPLICIDADE,SOLICITADO,2026-03-06T08:18:13,Voluptatibus quasi voluptates harum.
5ffd03b7-20ed-489a-b4f9-2dda06774b6a,42bb97d1-0e6e-4212-8e6e-7a1638aaf5bf,12458.2,CANCELAMENTO,NEGADO,2026-03-11T11:54:01,Illum enim veniam sed.
4cdb36e3-2559-4446-801b-df5187429562,29168503-a5ea-474c-bdec-2eb2a6b28e6d,7964.64,PRODUTO_NAO_ENTREGUE,NEGADO,2026-03-24T21:35:28,Accusantium sint totam.
fd77b0ad-7093-4637-9bf3-fce2ae3a7a46,9cf23429-b020-47aa-9db4-f4ab4d8e02e5,10351.88,DUPLICIDADE,NEGADO,2026-05-22T10:59:00,Sequi dolor occaecati vitae eum.
2d9c7b12-247f-48ac-8c8c-de1663eac78a,f3097eac-23e9-4a16-8685-1753627cfd1e,13385.28,DUPLICIDADE,NEGADO,2026-06-05T03:31:55,Magnam excepturi eius nam.
5d30292c-b9e9-4b79-a86c-488f2bb9267b,1af8dba4-d05d-4705-a302-125e6bbfb30a,10293.43,DUPLICIDADE,PROCESSADO,2026-06-01T16:23:08,Veniam dignissimos maiores quos.
e730dcb6-c53b-43c0-b235-d7663370e872,ee297e5d-2903-45ac-a3b2-8a2b266f20ec,4734.16,DUPLICIDADE,PROCESSADO,2026-05-10T18:04:59,Ipsam perspiciatis error hic.
07e1c21e-86ec-4876-88d4-7f0206c520d1,5699e535-8524-4025-a460-b377fffcf0b4,14302.11,CANCELAMENTO,NEGADO,2026-06-09T07:14:18,Dolor corporis commodi sint voluptate maiores laborum doloribus.
4df9367f-1d27-4ff3-b238-2714bb9e8e28,4ed7dce2-7a1e-4d8e-a9aa-5cfdbe300507,14812.98,COMPRA_NAO_RECONHECIDA,NEGADO,2026-06-25T08:40:05,Quo ut et nesciunt quod repellendus vitae.
dcc36e24-6753-4b19-ba9a-b0b13b88f726,0386eeb8-45e9-4a0e-911e-0d334eb3e384,4332.27,PRODUTO_NAO_ENTREGUE,SOLICITADO,2026-06-17T11:48:07,Deleniti ducimus eligendi earum repudiandae maiores.
27b40544-3acb-4f30-80b1-77cfdfd760e0,27b80778-775d-4319-89c2-f241d09bb20c,2761.82,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-05-06T12:03:28,Voluptatum officiis quo molestias odit deserunt minima.
d4775865-f8ca-4e53-85d6-22f5f7e8aee8,c365a936-d955-4934-8433-68516c3db01a,14591.76,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-05-23T09:18:53,Voluptate perspiciatis vero rerum voluptas eius.
cf17a50b-7414-427e-82c9-04d144a1aad7,ebf0faaa-fb5e-4af5-ac3f-2f39308c7e12,11766.03,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-07-25T23:12:28,Consequatur placeat soluta sint labore aut iure.
7ef936e5-ca5f-4995-8af5-e3dca11311d4,c039d90b-8462-4af5-bdb0-64a7c638e7dd,3490.58,CANCELAMENTO,SOLICITADO,2026-03-02T00:25:38,Alias officia illo eum animi ea hic illo.
a96d2195-3b88-46e0-9958-38cc63cbde0f,0cfe655b-30ba-4620-87fb-41e6f9fa5516,2014.13,COMPRA_NAO_RECONHECIDA,SOLICITADO,2026-02-20T23:11:13,Animi eaque facere.
cfc695ef-5ed2-4145-b1fc-bcf2b5605309,1e9e4ddf-884f-4272-aacd-b67f05671d8f,8640.01,DUPLICIDADE,PROCESSADO,2026-03-09T15:12:18,Odit cupiditate molestias pariatur laudantium eaque.
752e2c4c-0cce-4db7-9bff-03bf4c436614,c64ff0e4-a9bc-4b87-9cd9-08b254bb46be,7366.25,COMPRA_NAO_RECONHECIDA,NEGADO,2026-06-22T06:21:14,Accusantium velit itaque natus facere quod ex.
93af4233-0722-4e12-8053-9f2ddfb9f3a4,fb0fbca4-87ad-46db-83cb-dfaf518de7fd,6684.52,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-03-07T07:30:10,Velit quis non.
53faa216-aaf0-47db-9a2d-441dfbb113c9,c0030f6e-b81f-46d4-b55d-b83579a97816,8798.35,PRODUTO_NAO_ENTREGUE,SOLICITADO,2026-06-05T03:06:21,Molestiae eaque adipisci ipsam minus.
793855fa-2ab7-43f4-bd2b-7986e4aff7ce,ebee8803-9a78-422f-b6d1-6b808a2ad91c,1829.93,CANCELAMENTO,PROCESSADO,2026-03-12T00:13:31,Impedit blanditiis nobis dolores dolorem et.
b6952e9b-f39c-409f-9bac-58f28b280bd2,9ca30a8b-6c97-4dbb-aeef-50c8daf3422c,7006.48,COMPRA_NAO_RECONHECIDA,NEGADO,2026-02-26T18:19:30,Fugiat nesciunt ipsa vel distinctio numquam.
050c11dd-3c7e-4cf3-b656-6589af8d96b2,76450985-20f1-4178-9875-338d65f245ca,14085.47,DUPLICIDADE,SOLICITADO,2026-02-22T12:38:15,Magnam sequi eos maxime aliquam eius.
59f96928-7e37-4635-881a-caf6babdf26d,4651873b-1046-4d8a-a813-b41f80816891,12271.23,PRODUTO_NAO_ENTREGUE,SOLICITADO,2026-07-25T16:49:41,Dolorem animi sunt.
97ac9c42-b2bd-4649-a715-ccfa31815167,c8d15ca1-d0aa-4066-8027-9c5da6fb2691,10265.71,CANCELAMENTO,NEGADO,2026-07-25T23:12:28,Fugiat velit nam nam voluptatibus aut quos.
bcaa52b6-95a7-4cc4-bd8e-87adb38c779c,b16f69cc-1f2e-4fde-9f61-e3a57d40881d,4023.03,COMPRA_NAO_RECONHECIDA,PROCESSADO,2026-05-15T17:26:39,Beatae dolores reprehenderit vel ea laboriosam quod.
3574d4d5-b55b-452d-a3db-91ccfb46de83,c86796e5-7d59-4d8d-9621-db7036836f9a,13544.6,PRODUTO_NAO_ENTREGUE,SOLICITADO,2026-03-31T19:35:17,Sit minus corporis laudantium.
4ea15de6-0467-433d-b99a-b03083f562d8,c35eeb14-bc15-48eb-b76f-280917906908,11505.95,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-05-30T02:44:14,Animi quaerat labore.
db2e9c62-f703-4e39-bf99-c30525e99b32,63a74242-805d-4ef5-95c8-464a3c35435a,2516.78,COMPRA_NAO_RECONHECIDA,NEGADO,2026-04-13T12:30:03,Voluptate atque voluptatibus aut eveniet.
d88e41c1-24cd-42f2-bb30-3f524fb32efa,89589acc-ad37-49c0-990b-56b985557cdd,1791.78,COMPRA_NAO_RECONHECIDA,NEGADO,2026-03-08T23:13:54,Tempora ipsam doloremque cum.
9928ee10-37d4-4c93-915a-8317e0c8e77f,b283ceb2-5154-45f3-8cc3-9dcab7b4e66c,8456.6,COMPRA_NAO_RECONHECIDA,PROCESSADO,2026-03-11T21:04:29,Eius iure consectetur aspernatur saepe sapiente.
09b50b5a-669d-400e-8bf8-9c7ef6f885ba,ddaf8e5c-0691-4eb9-a824-aee7bbd90bc7,12347.99,COMPRA_NAO_RECONHECIDA,SOLICITADO,2026-03-15T02:18:38,Odio ipsam odit hic.
fd6468ef-fbcb-4596-bd55-b3fd1912e793,dd6fe8c5-0161-43d0-8ad8-b9fe71e1d173,10546.66,DUPLICIDADE,SOLICITADO,2026-02-16T09:00:47,Deleniti ad id delectus.
bce4f6b8-a216-4369-9b8b-920d164e3404,363b63ea-8906-48e3-85c3-054cdbd2d99c,6881.21,PRODUTO_NAO_ENTREGUE,SOLICITADO,2026-05-19T15:44:45,Maiores quae ad tempora.
96e6a3f7-f6b2-4b9f-b2d0-1df95c6f83fe,2ad34486-bfd3-4bbb-a65f-c8d45abc25ad,1898.81,DUPLICIDADE,SOLICITADO,2026-04-26T01:39:14,Earum fugit iusto nam.
7e9d694d-7c83-49ba-b055-c4884fd978b2,81bf8574-ba7f-4b51-920b-07e49305eb26,6973.14,DUPLICIDADE,SOLICITADO,2026-06-13T20:31:48,Tempora ipsa amet minima.
d6d0c8fb-722a-452e-9291-8acc60271353,a9668a65-9df2-4641-ba59-de9bd5def22e,14907.41,COMPRA_NAO_RECONHECIDA,SOLICITADO,2026-05-12T22:59:24,Ut ullam voluptatibus quae sit ipsa eligendi.
bc290028-5a72-49a9-aa50-3d7b85308f91,d949b3a8-68e1-4b38-8790-7700b8571bea,9422.61,CANCELAMENTO,PROCESSADO,2026-02-20T07:33:04,Odio voluptatum harum veniam eos totam consequuntur.
1b715198-630d-405c-a1f2-c3dd22683e0c,8073072a-1128-42fd-8b38-3dfcc802b67c,9219.72,PRODUTO_NAO_ENTREGUE,SOLICITADO,2026-07-25T23:12:28,Quo nihil beatae iure.
fe4d0b7a-2d21-40bb-9186-382fc637097e,12bd5d3e-7a3a-4051-97f9-33ef93c04ca3,5483.32,CANCELAMENTO,NEGADO,2026-03-16T07:44:52,Hic repudiandae vitae dolores illo dolor libero.
3e565cef-f0eb-48a4-9a88-9b547a693d3a,629a564c-7543-42fd-a8c7-31e5047f2afc,4501.87,DUPLICIDADE,SOLICITADO,2026-07-13T22:09:12,Incidunt corrupti doloremque enim quod magnam.
18f12347-be53-4384-b640-26c54ddc8b33,7c5f9fbf-ec8f-4d4e-86a3-95e3511a65dc,13217.48,COMPRA_NAO_RECONHECIDA,SOLICITADO,2026-03-06T04:26:26,Alias eaque nulla.
5f337a7a-12a8-42f7-bf8c-8a41e1a8fc97,823aee10-a5ce-4181-9c1c-c50523e29d80,5382.84,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-03-23T10:43:02,Ea deleniti aut asperiores est.
1b063fd0-a5c7-4569-ad49-f07bca224ccf,1ebed795-9746-4835-8d4a-5e37af85ee21,11202.06,CANCELAMENTO,NEGADO,2026-04-10T05:36:15,Natus dolore necessitatibus maxime.
84df617c-db82-4d80-aae8-3ac7fac9dbe5,4fadc58f-8a88-4b44-9626-85060151dab7,12656.79,CANCELAMENTO,SOLICITADO,2026-04-27T14:53:09,Laudantium eaque quis odit omnis at.
3de20f0c-8a5d-4ee1-96f2-d2c086c8725b,e53b0f54-b538-4551-934f-0cefc952d662,3088.6,DUPLICIDADE,PROCESSADO,2026-06-14T13:27:13,At dolorum voluptate numquam est expedita ipsum.
7fcaa525-23b5-4de0-9732-db1cb0538f74,28467234-ac0a-4ce3-98c4-716d62980805,6758.19,COMPRA_NAO_RECONHECIDA,PROCESSADO,2026-06-13T21:14:52,Eligendi cum possimus laudantium.
1095b4bd-8542-4afa-96e5-786e11d05078,46d03072-66ea-489d-917a-e4dae31b27ce,9055.49,COMPRA_NAO_RECONHECIDA,SOLICITADO,2026-06-22T06:34:28,Impedit deserunt quod dolores temporibus optio molestias.
262b368d-a4a8-4b33-be96-41f9a3fdf233,24ea32d2-2bbb-40cb-8ec6-0e9f2ea76ac4,8752.43,DUPLICIDADE,NEGADO,2026-07-25T23:12:28,Illo magni sed reprehenderit odio dicta.
d2721fbd-8060-41ee-a76e-e7e0a723b45b,a1e040e9-a8a0-4a36-b1e2-5f9f5c6abe6a,6774.28,PRODUTO_NAO_ENTREGUE,NEGADO,2026-07-07T23:36:45,Qui cum ex quia iusto.
7a84a841-06df-42ae-9031-c75c8028a1c3,57e53b05-424c-43dc-bcf2-980fa29cfac3,14620.77,DUPLICIDADE,SOLICITADO,2026-04-13T21:57:43,Repellat sequi delectus atque.
a616fe0c-c81b-41ab-a8c6-04a133f84cd4,71dd7a0b-3859-4272-8ff1-181aae491404,10595.63,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-03-30T12:06:38,Neque debitis non alias nulla necessitatibus ad maxime.
6c9037cf-e20c-451a-9245-f60cab4eb2db,e41789c8-5a74-4307-a497-6f681ac3686f,2686.11,DUPLICIDADE,SOLICITADO,2026-07-12T17:11:04,Rem quaerat labore ea ullam blanditiis tempora.
9759bb17-7310-40fe-bcce-08a5f297a110,1237fa1d-8a7a-4622-8bb2-3c5ac7f434e9,165.04,DUPLICIDADE,NEGADO,2026-06-02T18:58:02,Ab error sequi officia quos eius.
65f6a0ae-090f-4376-90ea-820d2d597055,e87e35f7-3e5a-4d69-94e9-face4c67fd6c,9249.97,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-04-09T03:01:11,Sequi officiis quidem numquam cum veniam.
b5423c97-3480-4c0c-90a3-538ab60aec6a,ab7a473b-cb3a-4e80-b4c0-587245a5c45c,7740.18,CANCELAMENTO,NEGADO,2026-07-25T23:12:28,Reprehenderit rerum iusto ad ducimus.
ee1ce8b0-82b4-4f7a-9a6c-cf2c0dc83c99,c335a805-679d-4d5c-826b-87ca9daccc70,12308.06,CANCELAMENTO,SOLICITADO,2026-07-15T02:34:18,Asperiores debitis ipsum praesentium quos.
0705ab51-7741-414a-813f-aa5559978951,c5821e9c-6708-4f59-9aa4-c2b92e36c711,6523.79,CANCELAMENTO,NEGADO,2026-04-18T09:42:17,Cum ea autem.
671a5971-c0b0-49c1-b446-38bef53ef9a4,cd6c68a5-e829-4b41-9e51-952841fe15ce,7827.94,CANCELAMENTO,PROCESSADO,2026-07-23T17:50:30,Repellendus quidem pariatur ut.
af2129c5-648e-4964-933b-b7dc6a966e03,1be8ce7d-3ed0-4811-b6c8-9668810a2a15,7424.17,CANCELAMENTO,PROCESSADO,2026-07-25T09:58:34,Consequatur eius molestiae at nostrum.
05ddac9d-8eaf-4bc6-90b7-9b262aec0292,febc6d51-c473-4de2-8abf-c7300a9e52c9,12519.8,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-03-24T10:20:48,Enim architecto inventore dolor.
8bd14f74-fd5c-43f8-829e-226c052243ab,a9c96f68-e373-4554-90e2-2909e1fcc314,5595.42,DUPLICIDADE,NEGADO,2026-07-15T02:39:47,Rem quas magni ut consectetur hic molestiae.
5c49101c-31c8-49b6-9f41-e5cada90b209,23ac00a4-6a34-4736-b9aa-15b8cd9e462b,5330.15,COMPRA_NAO_RECONHECIDA,NEGADO,2026-06-09T12:44:01,Nisi voluptas odit odit quisquam.
464f23b9-35c0-4cdc-b8f2-361bfff4ca9b,05b36579-0dd9-4acb-8187-d8b0637028a3,13349.05,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-06-18T13:23:27,Ullam sed architecto enim nobis maxime quia.
19d4bd3b-60bc-4804-84d4-5e36d90251a2,a108d82e-2f84-4145-a3fb-51e0b08beefb,11709.13,CANCELAMENTO,PROCESSADO,2026-02-16T11:45:11,Magni soluta reiciendis.
4ddd1544-61b1-4d60-b60f-6f5b5dc9bd39,181137a4-4104-4bfa-ae2c-7cd0e14cb9c9,11807.78,CANCELAMENTO,PROCESSADO,2026-02-26T17:40:44,Laboriosam ut eum quasi dicta magni aliquam saepe.
d0db0d7f-29be-4f1f-b92f-34909dcae6ea,8f12dad0-c417-440c-a2a6-5eee0bbdfe06,11254.17,DUPLICIDADE,PROCESSADO,2026-06-05T13:00:41,Neque aperiam autem ea nemo.
da861d44-5c34-42ae-8f32-5573f2d6807a,352e89fa-368e-4532-bc9c-9d5d2dd6ddb7,3606.74,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-07-15T17:38:15,Commodi aliquam consequatur distinctio iure voluptates.
