evento_risco_id,transacao_id,score_risco,nivel_risco,regra_acionada,decisao,data_hora_evento,detalhes,source_batch
a30b744a-e9bd-4d20-8229-24c0a0dcbd3f,c06a8cff-809e-48a4-b1f7-8675cfe622c4,88.91,ALTO,DISPOSITIVO_DESCONHECIDO,BLOQUEAR,2026-07-24T22:37:16,Pariatur dolore atque in fugiat quo inventore.,batch_002
07cc7530-e22f-415a-9caf-4c7609547d29,2b39126f-ca67-4983-9f4c-42e93d0fe469,88.2,ALTO,LOCALIZACAO_DIVERGENTE,REVISAR,2026-07-19T10:44:28,Fuga laudantium doloribus magni doloremque error distinctio veniam tenetur.,batch_002
69a462bf-60dd-44d8-91a5-ad772f7fdbb0,7495c3ab-26f7-4e53-a3f2-0c8297278a61,46.87,MEDIO,DISPOSITIVO_DESCONHECIDO,BLOQUEAR,2026-07-20T15:20:55,Minus quae nesciunt tempora totam voluptatem cum blanditiis.,batch_002
8a3aec74-f9c2-43dd-91f3-501273497144,e9c3b116-8e68-4e7a-904d-dcdb5ceca746,53.51,MEDIO,DISPOSITIVO_DESCONHECIDO,BLOQUEAR,2026-07-22T21:56:52,Aspernatur iure recusandae perspiciatis dolorem earum qui enim harum.,batch_002
2f1957b8-9586-456b-b95d-31246a25c197,5ae54beb-99c1-4455-b388-cceb2ee62fd9,32.62,BAIXO,LOCALIZACAO_DIVERGENTE,APROVAR,2026-07-19T21:58:51,Tempore ipsam fugit illum tenetur dolor reprehenderit reprehenderit adipisci.,batch_002
540f3ad4-355b-4a96-832d-4f27dcd2c71a,710c2ee3-9f86-4ad0-a589-9722b88ec091,65.35,MEDIO,MULTIPLAS_TENTATIVAS,APROVAR,2026-07-19T13:58:34,Nam tempore veritatis quas reiciendis harum fugit necessitatibus omnis.,batch_002
be56dc5f-322d-4641-af8b-06910e132795,77ff79d0-9c51-4a03-97af-6320b8553fa6,95.17,ALTO,DISPOSITIVO_DESCONHECIDO,APROVAR,2026-07-24T03:26:41,Illo explicabo eum ea facilis id.,batch_002
3685a266-eaa2-41a3-a52e-f00ce7468cab,3e604a05-f15d-4b47-88fc-1f451e00deb5,67.59,MEDIO,VALOR_ATIPICO,REVISAR,2026-07-20T10:17:51,Nemo nemo officiis aut eum omnis accusamus.,batch_002
19101d64-be4e-4b78-afb3-fdc92aa072ce,b1d593fd-4d7c-439a-ab29-5cc42512dc52,94.33,ALTO,VALOR_ATIPICO,APROVAR,2026-07-25T05:10:35,Similique velit saepe ipsa laborum vero quasi nisi explicabo ut eum.,batch_002
3153e864-212a-4308-a61e-879a0db7eb43,6603f074-3c37-469e-81c1-751f275d0ab3,90.24,ALTO,DISPOSITIVO_DESCONHECIDO,BLOQUEAR,2026-07-20T01:28:00,Laboriosam quod qui beatae nostrum aperiam possimus minus eveniet neque.,batch_002
694cb0d4-6565-4cfe-9691-c64589e5f0d5,5d6538fb-5586-4b1b-bdd7-a4534496b8f0,89.36,ALTO,VALOR_ATIPICO,APROVAR,2026-07-22T04:52:17,Tempora cupiditate in quae facere debitis nesciunt sapiente.,batch_002
e8fa85d6-1892-4fd2-b04a-3b04a4a7d9bc,d6a2c440-c6c6-434f-a910-b3ffd4eeac50,20.72,BAIXO,VALOR_ATIPICO,BLOQUEAR,2026-07-21T04:06:53,Similique iste ducimus est cumque numquam unde officia doloremque exercitationem.,batch_002
914ef4c1-2431-4c60-a29b-4c1c13d3aa1b,8773b9ed-1a58-4b89-87c0-0c58e4a425b7,35.03,BAIXO,DISPOSITIVO_DESCONHECIDO,APROVAR,2026-07-23T03:16:15,Rerum dolor laboriosam occaecati dolorum nulla.,batch_002
83dcb527-00e9-416f-8527-018bb0fc261e,1e0284c6-73ec-470e-94e2-90d0c4903df8,16.96,BAIXO,MULTIPLAS_TENTATIVAS,APROVAR,2026-07-20T23:00:37,Sequi corrupti delectus dolor expedita et in ea sunt praesentium repellat.,batch_002
f26f72d1-3463-4f77-8e6f-2837159ce063,efcf31ee-77ac-4eda-896e-3aaa1259c072,46.47,MEDIO,VALOR_ATIPICO,REVISAR,2026-07-19T14:35:43,Accusamus laudantium fugiat ducimus ratione pariatur autem voluptate dignissimos ex.,batch_002
7835166e-60d0-480a-8cf1-c878e4309d0e,feb2af98-315c-4a09-9825-3ca0fff22217,89.19,ALTO,DISPOSITIVO_DESCONHECIDO,BLOQUEAR,2026-07-24T02:28:02,Eligendi veritatis dicta nobis corrupti necessitatibus blanditiis officiis voluptates.,batch_002
232f0c05-2db1-4ad5-a6bd-20b261fb055a,ec4de14b-cbaf-4878-bb82-2356ea86bbfd,64.92,MEDIO,LOCALIZACAO_DIVERGENTE,APROVAR,2026-07-19T16:54:18,Ut ea optio eum beatae magnam.,batch_002
90ab9cd3-ad25-4277-b664-d660f8ebb393,5fbb8495-0201-470d-93fa-e20a6435c0f2,55.92,MEDIO,LOCALIZACAO_DIVERGENTE,BLOQUEAR,2026-07-25T05:23:04,Voluptatem nostrum necessitatibus rerum earum.,batch_002
8cddfa6a-0f25-45dc-ba55-20acb0f47e19,bcf93c1e-7eb9-4b61-97d9-0b9318c70bd2,86.1,ALTO,DISPOSITIVO_DESCONHECIDO,APROVAR,2026-07-19T00:54:03,In voluptates excepturi amet quia nobis.,batch_002
401144bc-a4b1-4db6-bd62-7ad101deea69,047e20cf-f228-4d3c-bd1d-fe92fd698fae,15.01,BAIXO,DISPOSITIVO_DESCONHECIDO,REVISAR,2026-07-24T19:49:51,Repudiandae voluptatum provident aliquid tempore.,batch_002
82832e42-e3c2-4a2f-9e90-952103a7788d,2ea19e54-2188-4b14-8d5f-299c0dc94ffa,52.83,MEDIO,VALOR_ATIPICO,APROVAR,2026-07-20T03:58:35,Minima officiis animi delectus.,batch_002
83541766-db48-46ce-8552-0c2eefad2d97,7000bfd6-5731-45ed-8316-8ec0c26960ad,14.1,BAIXO,VALOR_ATIPICO,APROVAR,2026-07-24T20:43:58,Dolor a vitae optio fugiat temporibus ipsum.,batch_002
2e5264c6-42c2-47fe-9563-5436c354714b,c77e771f-3436-4656-896f-3a2744f51a36,65.08,MEDIO,DISPOSITIVO_DESCONHECIDO,REVISAR,2026-07-23T06:22:50,Tempore ullam accusamus porro debitis laborum odit autem.,batch_002
74866d31-ab2d-41a0-9e51-72adea0633e0,b14ce881-e3e4-4f8a-ba66-4e544ecee443,25.84,BAIXO,LOCALIZACAO_DIVERGENTE,BLOQUEAR,2026-07-22T06:44:57,Cum debitis nam repellat alias omnis animi nulla.,batch_002
75e1fc91-5ae9-4545-bfea-58ec88c8d552,d9674e5c-ec5b-45fe-99a2-f775c0465469,27.56,BAIXO,DISPOSITIVO_DESCONHECIDO,APROVAR,2026-07-20T19:03:58,Autem blanditiis cum debitis dolor totam cupiditate iste nulla.,batch_002
f0996b9b-ee26-4b5f-9ed4-6f63b053c4b9,392e3167-29ec-4a6c-9b22-085cf87f667e,73.67,MEDIO,LOCALIZACAO_DIVERGENTE,APROVAR,2026-07-23T10:42:40,Aut necessitatibus cupiditate in cupiditate optio.,batch_002
b2470fa9-404c-4e22-bbcd-7872527e4d47,c400563b-f0c8-4f4a-ba2c-56480011adf2,79.19,ALTO,VALOR_ATIPICO,APROVAR,2026-07-19T13:31:07,Natus ipsa odio commodi corrupti ipsa perferendis.,batch_002
5dbd4994-16f6-4482-8c14-f98df346f09d,86c9aafc-8c25-44c5-9ca2-0b8b5f63caac,9.34,BAIXO,VALOR_ATIPICO,BLOQUEAR,2026-07-22T13:52:08,Pariatur id laborum enim eius magni laudantium possimus.,batch_002
5901d625-8ad1-4fab-af6e-aacb68e6b642,a3ddcdab-d427-4ae3-9b18-cd7eb19f12d1,74.94,MEDIO,DISPOSITIVO_DESCONHECIDO,BLOQUEAR,2026-07-22T08:19:00,Ullam repellendus maiores vel exercitationem perferendis eum expedita.,batch_002
4e03bb28-d4c4-4bb1-9f7f-e850a06b0a8d,5cc9c3c2-6b28-4cbd-8487-1536c70eb564,93.98,ALTO,DISPOSITIVO_DESCONHECIDO,BLOQUEAR,2026-07-19T05:59:41,Ad amet voluptas doloremque quaerat.,batch_002
2e1c0550-2745-46df-80dc-9a78ed4909b1,cf13f883-402f-432d-85aa-34bf3d32dfc7,88.6,ALTO,VALOR_ATIPICO,APROVAR,2026-07-20T10:36:47,Voluptatibus sit atque eius sapiente voluptate tenetur voluptatibus.,batch_002
c0e54bb3-f905-4b49-831f-9f1553ebedbf,bf2143d3-52a3-4903-b596-a299fe86028d,28.62,BAIXO,MULTIPLAS_TENTATIVAS,BLOQUEAR,2026-07-19T22:58:07,Ipsa expedita reprehenderit asperiores iusto occaecati aliquid.,batch_002
f46fef70-7a8e-4a82-b71d-528b269a5686,e4021374-4983-4e42-9b99-15229bde8577,5.41,BAIXO,VALOR_ATIPICO,APROVAR,2026-07-24T13:23:48,Voluptate ducimus culpa quis quod minus.,batch_002
d7bcf765-e658-4c5a-b160-f99ce4601c5b,6391c3f0-a020-425b-962d-364b89a2c3b1,41.35,MEDIO,VALOR_ATIPICO,BLOQUEAR,2026-07-22T16:04:59,Ratione hic perspiciatis eligendi qui natus at praesentium quasi doloremque.,batch_002
a601f09c-40d1-424d-9096-06baf53c28d4,c57efa1a-7d91-40dd-86f1-267c7acb8c5c,12.2,BAIXO,VALOR_ATIPICO,BLOQUEAR,2026-07-21T09:47:07,Rem ducimus alias voluptas occaecati aliquid est.,batch_002
acda6e64-e3e2-4749-b562-23ab5c478639,9f8e83c2-3da9-4115-9d51-12e85b942e13,16.74,BAIXO,DISPOSITIVO_DESCONHECIDO,BLOQUEAR,2026-07-22T03:08:02,Inventore error recusandae assumenda qui.,batch_002
61be04d2-546f-46e0-a059-a519c8ed6239,45fff74c-9d5e-4a25-acff-a7ad1e86f85d,62.08,MEDIO,LOCALIZACAO_DIVERGENTE,BLOQUEAR,2026-07-23T18:45:29,Molestiae officia optio quidem non.,batch_002
af6e82e7-0c24-4af7-95e7-fb92de750954,194c32c1-27d1-4734-8585-f14e3a919cb8,39.05,BAIXO,VALOR_ATIPICO,BLOQUEAR,2026-07-19T11:55:19,Ipsam hic dolorem impedit sint officia dolorum harum ratione voluptas.,batch_002
1d98e4d6-40a6-404c-a947-0faa83405af2,c8ddfaa6-2769-4628-998d-ffec98509aca,3.06,BAIXO,VALOR_ATIPICO,APROVAR,2026-07-22T08:50:42,Rerum exercitationem corporis aliquid perspiciatis tempora ut repudiandae.,batch_002
badfe407-4d15-4d7d-a5ac-709949796be4,16a38a7a-cb0c-4e1d-9ff3-d49ed8c16c40,30.35,BAIXO,MULTIPLAS_TENTATIVAS,REVISAR,2026-07-24T22:44:54,Optio unde provident suscipit eum nemo distinctio odio.,batch_002
4df1b294-2176-4418-80b3-97876ce5b7cf,a30ce75d-9de6-4526-b7c7-aba2728c710c,40.1,MEDIO,MULTIPLAS_TENTATIVAS,REVISAR,2026-07-25T02:20:30,Quisquam est magni accusantium tenetur.,batch_002
ecd15269-f38e-4818-9074-5546e00e3237,fe69523e-bed5-4cc8-a0b7-bbbc876d8920,46.15,MEDIO,DISPOSITIVO_DESCONHECIDO,BLOQUEAR,2026-07-25T08:52:38,Quo est facere voluptatem tempore voluptate aperiam.,batch_002
b57bafef-f13b-4339-a54d-5bf3de4389e5,d251dcf4-07f3-4662-92fc-80c8aeb53318,63.31,MEDIO,DISPOSITIVO_DESCONHECIDO,BLOQUEAR,2026-07-19T06:59:21,Et explicabo perferendis ipsam enim quae atque.,batch_002
b8f0f56e-ec70-4edb-9ff1-293ccecf632b,c9c57274-382f-4260-a27e-accfb95fdc28,62.14,MEDIO,VALOR_ATIPICO,BLOQUEAR,2026-07-23T22:23:45,Amet in incidunt vitae libero excepturi.,batch_002
0072d930-e2ae-4ae0-b3ae-0d9e60ed30c6,8e2c0f33-caf3-4df4-a99e-0b68db43f67f,98.01,ALTO,DISPOSITIVO_DESCONHECIDO,REVISAR,2026-07-19T18:49:55,Veniam aspernatur accusamus iure accusamus molestias quia quae amet alias ex.,batch_002
6a251a1b-505e-4ca4-90c6-3a311e24cdd5,0dc9ea8d-b294-4995-ba10-da9628ea123f,33.09,BAIXO,DISPOSITIVO_DESCONHECIDO,APROVAR,2026-07-19T02:17:44,Inventore tempora voluptate dolore quos illum sapiente eum perferendis ipsam.,batch_002
c1194e37-9381-4139-8987-f78088ca401d,cfeaef78-6a18-4c9f-865a-0f30d6dd9e29,32.13,BAIXO,DISPOSITIVO_DESCONHECIDO,REVISAR,2026-07-22T03:12:39,Porro sunt ab eligendi.,batch_002
d071e22d-b37f-409b-81e5-f9efeca86b54,1f137107-6ebc-4004-918f-5804698413e2,14.64,BAIXO,MULTIPLAS_TENTATIVAS,BLOQUEAR,2026-07-23T16:53:42,Qui illo blanditiis ducimus corrupti rerum molestias incidunt magnam veritatis.,batch_002
17623d50-2414-4846-9fa0-1b4dfb9d75ef,807b9aa9-aaa7-4f8c-8790-5d642922b5c0,11.04,BAIXO,LOCALIZACAO_DIVERGENTE,APROVAR,2026-07-20T02:16:02,Eligendi aliquid minus possimus officiis perferendis quos omnis repellendus laboriosam maiores.,batch_002
cb5f070e-cca1-46ef-9295-475c801a4faa,83de6bdf-ae61-4a94-9bb5-d743d7107b82,41.14,MEDIO,VALOR_ATIPICO,APROVAR,2026-07-20T07:19:37,Nulla numquam perferendis ab omnis voluptatem magni officia dolore.,batch_002
ac067175-b972-4c2a-993e-588c744c7e9d,d3b7755a-73b6-4b1c-83f6-9cd683664c80,2.7,BAIXO,VALOR_ATIPICO,BLOQUEAR,2026-07-20T07:41:21,Voluptatum error ipsa eaque.,batch_002
2a3639be-2e34-41bb-9603-2ddbbd26e018,fb96eace-311a-4dc1-9ed2-b20a3a09b08e,42.87,MEDIO,DISPOSITIVO_DESCONHECIDO,REVISAR,2026-07-22T22:17:42,Facilis praesentium mollitia dolores esse.,batch_002
9bcefed9-89ef-48a4-af1d-c67886601b57,e47f1f36-961f-44f6-81c8-714de98309dd,9.34,BAIXO,MULTIPLAS_TENTATIVAS,BLOQUEAR,2026-07-24T20:56:57,Impedit excepturi eos ipsam laudantium omnis.,batch_002
6e1b904c-2f15-4356-88dc-025b1822c596,7a01306e-0176-4e40-8b88-9141685a4342,46.97,MEDIO,VALOR_ATIPICO,BLOQUEAR,2026-07-19T20:02:18,Neque repellat eius unde fugit distinctio incidunt nesciunt inventore.,batch_002
d7e97f51-871c-4700-9e66-4a0b3f34b21f,bd7b2d40-844f-45ae-a983-c95190080772,69.33,MEDIO,MULTIPLAS_TENTATIVAS,APROVAR,2026-07-25T07:10:44,Delectus reiciendis necessitatibus dolores ducimus assumenda fugiat id.,batch_002
f7f2810b-dca1-4e3e-8113-dc2e1a3b5912,5395567b-a76f-4afa-bee4-8b28479ca7ab,57.65,MEDIO,MULTIPLAS_TENTATIVAS,REVISAR,2026-07-21T12:30:26,Perspiciatis hic expedita cumque ratione tempora iusto officiis non assumenda.,batch_002
7102575b-e89c-4ac0-b62f-b31e88018ac2,1910cdb5-b346-4fa7-a4a2-63ec882cf376,64.45,MEDIO,MULTIPLAS_TENTATIVAS,APROVAR,2026-07-24T03:26:49,Veniam fugiat cupiditate molestias voluptate eos.,batch_002
6992c0e3-cc75-49ff-9da1-381a041a1db7,2e78f681-8656-4389-ab2f-a1e5ce8fbf83,76.35,ALTO,MULTIPLAS_TENTATIVAS,REVISAR,2026-07-23T13:55:38,Praesentium praesentium corrupti tempora tenetur.,batch_002
83bf59cb-74e2-4cad-a43d-4e6fa635eafc,4ab2e481-3aba-44e6-ba11-59d7f4990cf3,67.23,MEDIO,MULTIPLAS_TENTATIVAS,BLOQUEAR,2026-07-22T03:22:29,Id commodi eius at eligendi vel.,batch_002
8e23821a-2b2d-48a9-912c-2799323f5437,c6cc24ad-f80a-4ab0-b13c-a10605f27dbe,98.12,ALTO,LOCALIZACAO_DIVERGENTE,REVISAR,2026-07-19T05:50:23,Itaque omnis placeat non quos sapiente.,batch_002
ed41c351-ef5b-416d-95d5-eb3103816112,58630f31-4871-45f5-9339-6c49b39e1b1c,8.3,BAIXO,LOCALIZACAO_DIVERGENTE,REVISAR,2026-07-21T11:29:47,Illum blanditiis tempore deleniti distinctio vel quasi.,batch_002
7cb56b03-9597-41ab-bd4c-3ecccea2da03,7571ecda-ba2b-4571-a734-1b3c662ecea2,12.22,BAIXO,DISPOSITIVO_DESCONHECIDO,APROVAR,2026-07-21T23:21:49,Optio minus consectetur illo nesciunt libero.,batch_002
b78f512e-98ae-4057-86fe-45c8aecc151a,ac14ffd9-16a8-497f-8522-3f3fc784303c,72.77,MEDIO,DISPOSITIVO_DESCONHECIDO,BLOQUEAR,2026-07-19T18:45:02,Perferendis possimus voluptatem doloribus voluptatem.,batch_002
50112a00-e8fa-443d-b734-589451dfbfec,1014a514-5532-47a3-b1ac-62e8a6e5d3a2,43.44,MEDIO,MULTIPLAS_TENTATIVAS,BLOQUEAR,2026-07-20T00:18:57,Sint quisquam rerum qui impedit placeat accusamus voluptates.,batch_002
c43c4586-af79-4de6-94a0-0bd29ad59e27,48f5af54-fe54-4c46-85ae-799bd04423d8,83.88,ALTO,MULTIPLAS_TENTATIVAS,APROVAR,2026-07-21T21:15:14,Repellendus nihil et praesentium exercitationem rem.,batch_002
d4ea9f2f-fa9e-49d7-aaf9-91b9652d42a1,4a96eff8-d0b0-4e15-9959-19ea0d7c4fe9,81.82,ALTO,DISPOSITIVO_DESCONHECIDO,REVISAR,2026-07-20T16:37:19,Minus a praesentium architecto iusto.,batch_002
94cd5c80-aeda-41f4-ab05-cfd7151e3d88,256d0732-692e-4df8-ba63-42c6133607cc,39.48,BAIXO,LOCALIZACAO_DIVERGENTE,BLOQUEAR,2026-07-25T09:16:29,Qui nesciunt dolorum voluptatem laborum earum quo quidem perspiciatis amet.,batch_002
